State,Post_2005,Post_2006,Post_2007,Post_2008,Post_2009,Post_2010,Post_2011,Post_2012,Post_2013,Post_2014,Post_2015,Post_2016,Post_2017,Post_2018,Post_2019,Post_2020,Post_2021,Post_2022
Gujarat_Surendranagar,8.750952381,8.009761905,7.928095238,7.535,9.417317073,6.09325,6.102368421,7.746315789,5.912564103,8.8955,9.175,9.393684211,4.706285714,4.943142857,3.507647059,6.081150341,6.341916565,6.002577053
Gujarat_Tapi,5.133076923,5.332307692,4.446923077,4.626923077,5.533076923,5.089230769,4.228461538,5.704615385,3.725384615,6.059230769,6.196923077,5.382307692,6.106923077,5.374615385,3.661538462,5.162791097,4.298837208,5.594350738
Gujarat_The Dangs,2.680952381,2.343809524,2.848571429,2.427142857,2.358095238,2.05,2.102380952,2.7945,2.352,2.573,2.793,1.994,2.352,1.550526316,1.306315789,2.318305315,1.848492141,2.23507215
Gujarat_Vadodara,11.00319149,9.908723404,9.389574468,9.007391304,10.23108696,8.954130435,9.835869565,8.747608696,8.066521739,9.050888889,10.77088889,10.09456522,9.445333333,9.124888889,9.395111111,9.399746023,8.487149708,9.477812512
Gujarat_Valsad,4.773529412,5.058235294,4.553529412,4.487647059,4.17,4.390588235,2.298823529,4.640588235,4.228823529,4.318125,4.050625,3.92625,5.6475,2.551875,3.173125,4.579711564,3.383094526,4.184668653
Haryana_Ambala,9.7375,10.865,12.68133333,12.37933333,12.32533333,10.752,11.31533333,12.47571429,12.34071429,11.95071429,11.18466667,12.41533333,14.03866667,11.71466667,11.72866667,12.06288559,11.64004296,12.19614844
Haryana_Bhiwani,9.938125,10.1221875,10.3090625,9.790645161,9.92,9.8025,9.18875,9.91,9.572258065,9.962666667,9.915666667,9.632258065,9.823548387,9.936774194,10.28064516,9.760387906,8.868277175,9.801011089
Haryana_Faridabad,17.04833333,17.08,18.07333333,18.165,20.09833333,20.48833333,20.28666667,21.04833333,21.64166667,23.06,24.03666667,25.18,21.312,25.805,30.92666667,25.27832863,22.65535175,24.89433833
Haryana_Fatehabad,8.998,9.566,10.152,10.612,11.96,10.698,10.38,9.15,9.195,9.6075,2.945,3.17,4.01,5.285,5.495,6.176426748,5.690247714,5.53765215
Haryana_Gurgaon,22.53777778,23.72,23.86222222,23.20375,21.19888889,20.32,22.6,23.3225,26.91714286,27.27857143,28.17714286,28.82571429,32.924,31.18714286,32.71714286,29.84352505,28.64041182,29.90609267
Haryana_Hisar,7.263142857,7.565428571,7.451428571,7.138709677,7.656451613,7.573125,7.687096774,7.9446875,8.039354839,8.391071429,7.996071429,7.845416667,8.5004,10.065,9.357647059,9.628804398,8.552261493,9.509808991
Haryana_Jhajjar,4.396190476,5.255238095,4.842380952,4.721,3.9845,2.939473684,2.7555,3.412,2.942,3.717894737,4.477,4.157894737,4.313333333,4.3575,4.23,4.326247069,4.134627043,4.155636379
Haryana_Jind,9.319166667,10.44791667,10.47636364,10.72190476,11.5552381,11.04473684,10.42315789,13.37421053,13.30368421,13.13388889,13.57722222,14.31,14.25833333,13.13647059,12.81117647,13.49419022,13.25742808,13.30114087
Haryana_Kaithal,11.15095238,12.12238095,12.48142857,12.7395,14.40809524,14.4025,13.811,15.39444444,16.66,15.67375,18.02882353,19.87466667,22.16,21.26153846,20.17461538,21.23666635,20.3761765,21.06237276
Haryana_Karnal,12.03428571,13.71684211,14.1965,15.1545,15.82947368,16.51368421,16.96578947,17.80052632,17.04833333,18.84235294,18.54588235,20.005625,20.773125,20.723125,21.864375,21.10951445,20.43143396,21.15716376
Haryana_Kurukshetra,22.362,24.142,26.192,25.814,27.34,28.147,28.729,29.59,32.91333333,33.44444444,34.565,35.692,36.988,40.505,80.37625,37.12232778,35.10626043,35.59770808
Haryana_Mahendragarh,22.408,22.542,22.778,22.71,23.83,24.538,25.356,24.416,25.802,27.492,25.99,25.2325,26.375,27.9625,27.1,27.54792668,26.9197336,27.58596433
Haryana_Mewat,4.93625,5.345,4.472666667,5.835,5.4075,5.34875,5.325333333,6.122,5.988571429,6.467142857,6.735,6.380769231,4.409166667,5.537692308,6.256153846,5.549487472,5.67490588,5.646760426
Haryana_Palwal,6.035882353,7.027647059,6.846875,6.439375,7.194375,5.62875,5.197647059,5.619411765,5.468823529,6.653125,7.574375,7.6625,8.033571429,7.685714286,8.355,7.590312881,7.519652149,7.612875439
Haryana_Panchkula,19.94285714,21.21142857,21.46285714,20.31,16.03166667,19.88857143,21.12571429,22.31571429,21.05142857,23.07857143,23.66285714,23.34571429,15.83166667,25.35571429,24.77714286,23.36684982,21.9629472,23.74801626
Haryana_Panipat,8.884285714,9.914285714,11.11571429,10.55571429,11.245,10.55714286,12.16142857,12.64571429,13.59545455,14.29818182,18.58272727,15.69454545,12.057,10.07727273,15.425,11.78371592,13.97147253,12.22648175
Haryana_Rewari,15.72,16.3775,16.38545455,15.902,15.811,15.59583333,15.08636364,14.98636364,15.92545455,15.584,15.95833333,15.57416667,16.738,15.20333333,12.89625,15.3051999,13.44453864,16.00541291
Haryana_Rohtak,3.6165,3.9245,3.967142857,2.997,2.863809524,2.938571429,2.528571429,2.702857143,2.442380952,3.178823529,3.057647059,2.82,3.040714286,2.602941176,2.844375,2.622780266,2.929761061,2.72328346
Haryana_Sirsa,9.700645161,9.95125,10.023125,10.3015625,10.71,10.72806452,10.79612903,10.8583871,11.01333333,10.79892857,10.81423077,11.70708333,13.11034483,16.49666667,12.48733333,14.58073263,12.51939061,13.5721444
Haryana_Sonipat,4.626071429,5.526428571,5.480344828,4.547241379,4.95862069,3.788571429,4.639655172,4.781785714,4.262692308,5.323076923,5.169615385,6.411304348,5.817826087,5.7008,6.0092,5.525018114,5.661976746,5.445167546
Haryana_Yamunanagar,10.74809524,11.923,12.09235294,12.55764706,13.10764706,11.874,11.7495,12.45,11.62684211,11.04052632,12.01473684,13.33,13.22333333,11.23411765,12.41222222,12.03731566,10.90510565,11.47627195
Himachal Pradesh_Hamirpur,7.04,5.72,4.42,4.41,4.81,5.43,5.5,5.05,4.59,4.54,4.81,6.03,5.04,3.36,3.58,4.027893163,3.937719217,4.078504027
Himachal Pradesh_Kangra,4.341153846,4.209615385,4.863846154,4.586153846,5.187307692,4.88,4.622307692,4.158461538,3.945,4.127307692,3.196153846,4.016538462,4.28,3.236153846,3.686538462,3.668755106,3.859913167,4.058395417
Himachal Pradesh_Kullu,3.023333333,3.59,3.946666667,4.06,3.806666667,3.07,3.796666667,3.87,3.646666667,3.686666667,3.346666667,4.196666667,3.71,5.51,2.41,5.130293208,4.12873506,5.083183545
Himachal Pradesh_Mandi,6.987,6.981,6.796,7.128,7.98,4.888,4.711,4.721,4.541,2.59375,3.2525,3.42125,3.3675,2.93,3.235,3.70692619,3.322282367,3.593676952
Himachal Pradesh_Sirmaur,12.81,12.6975,20.17916667,12.67333333,13.64916667,10.235,10.84583333,10.14363636,8.58,10.1275,11.615,12.69833333,9.970909091,9.11,9.589090909,9.874376867,9.909999605,10.01517661
Himachal Pradesh_Solan,13.48583333,12.91083333,13.84833333,13.1975,11.59916667,10.5975,11.52166667,10.92916667,11.05833333,12.29416667,11.57272727,13.34818182,13.86,12.731,12.314,12.50524371,12.30582366,12.75785648
Himachal Pradesh_Una,10.43529412,10.12176471,10.98117647,9.973529412,10.37705882,9.982352941,10.04058824,5.587333333,5.578666667,5.864,4.89625,5.73125,5.04875,3.685333333,3.188,4.472440678,4.924397699,4.532960382
Jammu and Kashmir_Rajouri,3.364166667,1.985,2.645416667,2.309166667,4.075833333,1.760416667,2.262083333,2.532083333,1.898333333,2.059166667,2.289583333,3.109166667,3.099166667,5.734583333,2.502083333,4.651836386,4.480810426,4.420835395
Jammu and Kashmir_Jammu,6.3145,5.999166667,5.877833333,6.396166667,7.275666667,6.536833333,6.510333333,6.797833333,5.657666667,5.754137931,5.492586207,6.67537037,6.631481481,7.344528302,6.884545455,7.080804998,6.289929551,7.140912493
Jammu and Kashmir_Kathua,5.407619048,5.380714286,5.97047619,5.383571429,6.78,5.250238095,5.656428571,5.721190476,5.087619048,5.015365854,4.868974359,5.49175,5.467631579,4.872972973,4.868333333,4.842561287,4.867965271,4.874466479
Jammu and Kashmir_Udhampur,2.755555556,2.493333333,2.456666667,2.521111111,3.83,4.492222222,3.454444444,2.681111111,2.83375,2.807142857,5.348571429,3.182857143,3.63,2.915714286,2.418571429,3.340365726,2.811210859,3.357637737
Jharkhand_Bokaro,6.418,4.507,4.042222222,4.521111111,3.911111111,6.347,3.908,4.576,3.571,4.093,5.364,5.597,5.14,4.032,4.918,4.343060495,4.22027498,4.120243006
Jharkhand_Chatra,7.67,5.965,5.278333333,2.966666667,7.06,9.088333333,6.711666667,7.35,6.158333333,6.908333333,7.3,6.466666667,6.141666667,5.431666667,6.116666667,5.857364419,5.537156193,6.012719361
Jharkhand_Deoghar,5.401818182,4.106666667,5.509,4.51,5.198,6.771,5.585,8.49,4.268181818,4.895555556,5.496666667,6.473333333,5.165555556,6.583333333,5.25,6.039918522,4.977816945,5.930091216
Jharkhand_Dhanbad,3.50625,3.5925,3.48125,4.32125,4.84375,5.54125,3.31875,4.93625,3.15125,3.6925,4.2275,3.86,3.305,3.67125,2.381428571,3.737932171,2.810534831,3.866747853
Jharkhand_Dumka,3.767647059,3.508125,4.142352941,4.389444444,4.467058824,5.642941176,4.93,7.632352941,4.069444444,4.825,4.645555556,4.992222222,5.17,4.74,3.2725,4.846434969,4.285088023,4.775900601
Jharkhand_Garhwa,5.451428571,6.735714286,4.718333333,5.086,5.32,5.6175,5.813333333,5.833333333,4.411666667,5.442857143,6.397142857,4.362857143,5.292857143,5.034285714,3.783333333,5.101612417,4.306726521,5.386192354
Jharkhand_Giridih,5.374,4.440714286,3.928571429,3.995,4.786428571,7.14,4.599285714,5.806666667,3.323333333,4.042666667,5.144285714,4.535714286,3.861428571,3.832142857,3.791428571,3.960739876,3.862839295,4.194648997
Jharkhand_Godda,4.923,4.498,4,4.167272727,5.332,6.691,4.322,8.147,4.514,4.53,5.218,6.609090909,6.644545455,4.741,4.442,5.564255757,4.437852529,5.019506956
Jharkhand_Gumla,4.452142857,3.676363636,4.226363636,3.923846154,4.241538462,4.884615385,3.225,4.340769231,3.680769231,4.143846154,4.574615385,3.841818182,4.15,5.478181818,3.108181818,5.000533973,3.675730172,4.960258887
Jharkhand_Hazaribagh,5.925,4.34,3.68,3.8375,5.69,8.695,5.4575,6.01,5.14,4.3625,5.65,5.68,4.635,5.285,4.993333333,5.002126276,4.716454422,5.058789516
Jharkhand_Jamtara,3.548,3.418,3.89,3.8,4.0125,6.2725,4.285,9.2,5.844,5.432,4.69,5.05,4.878,4.078,2.285,5.012562561,4.609863015,4.396276541
Jharkhand_Khunti,5.026,3.995,3.326666667,3.713333333,3.49,5.248,3.182,4.22,1.978,5.24,6.846,4.356,2.886,3.412,3.23,4.679875536,4.233426448,4.319173533
Jharkhand_Kodarma,5.04,3.905,3.21,4.2,5.05,7.725,5.185,7.05,5.925,5.675,4.35,3,5.065,5.59,6.155,5.233635999,4.900953312,5.384629249
Jharkhand_Latehar,6.646,5.66,4.395,5.294444444,5.96125,7.9675,5.76875,5.655,4.391,5.508181818,4.972727273,4.26,4.434545455,2.698,4.881,4.364946626,4.495964805,4.069534469
Jharkhand_Lohardaga,4.846666667,3.273333333,3.145,4.075,5.391666667,5.745,3.936,4.998,3.581666667,6.273333333,5.245,3.12,3.36,3.78,4.66,3.944464074,4.443789452,4.134567524
Jharkhand_Pakur,4.741428571,3.021428571,5.04,5.04,5.151428571,4.08,4.531428571,7.372857143,3.454285714,4.868571429,5.11,4.851428571,4.578571429,3.574285714,3.615714286,3.84278994,3.96531567,4.0123233
Jharkhand_Palamu,7.010769231,5.496923077,4.421538462,4.979230769,6.992307692,8.724615385,6.622307692,5.505384615,6.266153846,6.982307692,6.765384615,4.626923077,5.257692308,4.84,6.037692308,5.819187861,4.836299698,5.744680062
Jharkhand_Pashchimi Singhbhum,4.1675,3.8625,3.60625,3.93375,3.8575,6.22,3.22625,3.4325,2.06,4.09375,5.32625,3.68625,4.11625,2.787142857,3.7625,3.318871108,3.418088915,3.54781876
Jharkhand_Purbi Singhbhum,5.499230769,5.499230769,3.915384615,3.9,5.213076923,7.428461538,4.099230769,5.95,1.992307692,4.650769231,5.234615385,5.658461538,5.79,3.701,4.690283621,4.021926564,4.633276212,4.081815836
Jharkhand_Ramgarh,4.316,3.222,5.842,5.2,4.812,7.03,3.91,4.88,4.236,4.194,4.748722316,4.745909026,4.743095737,4.740282447,4.737469158,4.618050471,4.514299553,4.666795469
Jharkhand_Ranchi,5.081333333,3.429333333,3.081333333,4.200666667,4.066666667,6.119285714,3.941428571,4.150666667,3.287333333,4.362,5.043333333,3.494285714,4.127142857,4.160481225,4.157200508,3.997410909,4.066833911,4.064159647
Jharkhand_Sahibganj,6.975714286,2.915714286,2.915714286,4.805,4.515,3.61875,3.32125,8.2,4.018571429,4.3,3.4875,4.58375,3.91375,4.21025659,4.179076707,4.346435809,3.947212445,4.313151326
Jharkhand_Saraikela-kharsawan,4.434,3.438333333,5.406666667,4.323333333,4.321666667,5.866666667,3.883333333,5.731666667,1.615,4.141666667,5.255,4.828333333,4.766666667,3.436666667,4.242258641,4.355954825,4.013619073,3.987784925
Jharkhand_Simdega,4.428571429,3.685714286,3.722857143,3.437142857,4.605714286,5.172857143,4.33,4.784285714,4.784285714,4.784285714,4.785714286,3.144285714,3.1,3.592857143,2.311428571,4.07935363,3.83909864,3.940782556
Karnataka_Bagalkot,8.685805576,8.685805576,7.579666667,8.145666667,5.721333333,6.438333333,8.855172414,10.54222222,8.56137931,9.719655172,10.41259259,11.34956522,7.777,8.325238095,8.325238095,8.853288397,8.344694973,8.725403872
Karnataka_Bangalore,10.44772727,10.44772727,11.94956522,11.00826087,11.81208333,12.4875,12.6273913,16.08045455,15.82909091,14.05782609,14.24478261,16.06263158,11.16263158,14.93052632,15.56310571,14.66337413,15.04641463,14.84855068
Karnataka_Bangalore Rural,12.21705882,13.26555556,12.11833333,11.35444444,11.85888889,12.25166667,12.43888889,16.50529412,15.71176471,13.43375,14.04142857,14.75923077,15.28416667,17.78727273,15.82454545,16.98177502,15.64074396,16.41194119
Karnataka_Belgaum,6.075816327,5.897755102,5.956868687,6.28622449,5.3321875,5.074479167,5.685,6.443478261,6.447978723,5.718191489,7.765494505,6.557727273,5.393647059,6.0175,3.254302326,6.226601579,3.943938468,6.267268454
Karnataka_Bellary,7.600444444,9.419777778,7.257777778,7.983409091,5.909565217,5.371304348,7.528571429,8.412142857,8.196097561,7.3095,10.11325,9.997222222,9.93030303,10.425625,10.27115385,10.06157814,7.320928359,9.966765731
Karnataka_Bidar,8.982941176,8.369411765,7.931470588,6.726176471,8.013636364,6.0640625,8.41125,7.743666667,6.530645161,9.552666667,11.994,7.844333333,7.247241379,10.80481481,8.502307692,10.02374156,8.271042005,10.10685655
Karnataka_Bijapur,6.257894737,5.977241379,5.009482759,6.355517241,3.839824561,4.386315789,7.209818182,6.943636364,7.975789474,7.457894737,7.963214286,7.331153846,5.659215686,7.2684,6.480392157,7.415438294,6.06391076,7.468158855
Karnataka_Chamrajnagar,6.184347826,8.033333333,7.466666667,8.49826087,9.617826087,8.730869565,8.650909091,11.1873913,10.38608696,8.384545455,9.781818182,12.59444444,10.37444444,11.12117647,9.224375,11.11905716,9.077742235,10.59586188
Karnataka_Chikballapura,15.1716,15.08,12.70521739,12.00423077,13.23923077,13.2124,11.91727273,13.27409091,21.56846154,23.04730769,23.7452,22.14666667,19.81210526,20.865625,19.576,21.21007485,19.99876577,21.27091391
Karnataka_Chikmagalur,7.028823529,7.089411765,6.237941176,6.212424242,5.33969697,4.361470588,6.024545455,7.82,8.115454545,6.628484848,6.72969697,7.917,7.888666667,6.504642857,4.549333333,6.858889712,5.554618156,6.794758275
Karnataka_Chitradurga,8.808372093,9.657209302,8.238695652,8.791956522,6.458297872,5.711111111,8.24826087,10.96326087,11.60531915,10.6612766,11.2912766,14.07241379,10.22888889,13.94,13.15608696,13.04225985,11.76143217,13.23529351
Karnataka_Dakshina Kannada,6.32,5.978648649,6.359459459,6.725135135,6.654166667,5.727222222,5.767777778,6.839722222,5.719444444,6.098888889,6.473783784,6.737567568,7.340540541,7.682,5.381944444,7.367271653,5.768242143,7.401192809
Karnataka_Davanagere,8.004,7.888666667,4.782333333,5.953793103,3.365862069,2.769655172,5.331071429,6.940714286,5.503548387,4.951935484,7.066774194,7.962413793,6.616071429,7.3225,5.750740741,7.064188092,5.727980282,6.779387606
Karnataka_Dharwad,10.89352941,10.454375,9.21,7.638125,7.255,6.600625,6.44625,8.989285714,10.466875,10.65866667,10.576,9.982727273,10.399,10.025,6.028,10.00378028,7.082977215,10.02589485
Karnataka_Gadag,11.96416667,12.74541667,11.46583333,11.33916667,9.007272727,9.176521739,9.849090909,11.48285714,11.85818182,15.25526316,16.47058824,14.71375,13.296,13.82466667,11.94866667,14.10823669,12.66006041,13.59697036
Karnataka_Gulbarga,4.664193548,5.611935484,4.572903226,5.510333333,5.232372881,5.320877193,5.547636364,5.525769231,7.395,8.016481481,7.291111111,4.707115385,4.578541667,7.384347826,6.099111111,6.06561765,6.15596102,7.236109964
Karnataka_Hassan,5.71,6.532941176,5.849714286,5.866470588,6.214166667,5.115,6.004444444,7.560857143,7.604411765,6.937941176,8.409428571,10.05821429,8.234444444,7.678461538,5.330434783,7.656649521,5.953839369,7.72721511
Karnataka_Haveri,11.42217391,12.7175,6.205652174,8.335652174,6.613913043,5.822727273,6.69047619,8.692380952,8.289090909,8.605238095,9.737619048,8.757777778,8.6975,10.72933333,5.421428571,10.09423007,6.113880731,10.06793143
Karnataka_Kodagu,7.103214286,7.128571429,7.288571429,7.416666667,6.9825,6.957857143,6.524285714,7.669285714,6.878571429,7.535185185,7.492592593,8.730740741,7.103846154,6.202307692,6.555,6.830321019,5.516384229,6.724606467
Karnataka_Kolar,13.30913043,12.90391304,14.61521739,14.81714286,15.0152381,17.26090909,18.32904762,17.82,24.77545455,26.54909091,27.53304348,24.1025,12.61684211,20.77823529,21.23470588,20.57250338,20.73844221,23.46114654
Karnataka_Koppal,8.352142857,8.352142857,7.531851852,7.506428571,6.646785714,5.380357143,7.435925926,8.216296296,10.16678571,8.683928571,8.92962963,7.194782609,6.823478261,8.273913043,6.504,8.454753282,6.52973409,8.34782538
Karnataka_Mandya,3.85972973,6.152432432,5.15972973,6.181081081,4.781891892,5.418918919,5.904857143,7.657352941,8.237222222,7.37,6.735,8.478,7.259285714,5.935357143,5.456428571,6.944124406,5.788114455,6.664522291
Karnataka_Mysore,3.691666667,5.252857143,4.942142857,6.015384615,6.011025641,5.024,5.83675,7.43175,8.511538462,8.35974359,8.151282051,9.997647059,6.923823529,5.625882353,6.265,6.510092342,6.136605542,6.33583035
Karnataka_Raichur,4.528529412,4.988823529,3.331764706,3.937941176,2.847647059,2.617058824,4.109705882,5.351515152,4.767058824,5.405294118,6.404117647,4.342142857,3.379642857,5.534642857,6.224583333,4.833363071,5.516357439,5.185126881
Karnataka_Ramanagara,5.202,8.175555556,8.251481481,7.678888889,6.864230769,8.063461538,7.9304,11.28125,12.35185185,12.18384615,12.4092,10.61458333,8.409090909,8.993636364,8.833181818,10.98745711,9.725466664,10.31617563
Karnataka_Shimoga,4.515277778,5.497837838,4.629459459,5.58,4.500540541,3.777027027,4.085945946,5.193611111,6.199722222,6.304857143,6.313428571,6.094705882,6.315882353,6.188181818,4.334242424,6.14256954,4.761942689,6.137764818
Karnataka_Tumkur,9.93328125,11.37676923,10.38828571,8.017714286,8.420285714,7.764,8.913529412,13.01632353,15.08835821,15.12287879,14.77106061,12.31911111,11.88863636,13.74954545,14.63863636,13.91424871,13.84219905,13.9605401
Karnataka_Udupi,6.225882353,5.757647059,4.781764706,6.248823529,5.68,5.064117647,5.669411765,5.982941176,5.461176471,5.688823529,5.855882353,6.659411765,7.631764706,6.419411765,4.848823529,6.445402467,5.116401068,6.409804906
Karnataka_Uttara Kannada,5.292045455,5.194090909,4.805681818,6.110909091,5.749545455,5.110454545,5.814090909,5.928409091,5.617727273,5.643181818,6.311363636,5.84744186,5.593571429,5.669,4.462682927,5.650770253,5.556821005,5.831500913
Karnataka_Yadgir,5.357,6.788666667,5.115333333,5.415172414,5.072413793,4.917857143,5.084814815,5.478,5.693461538,6.033076923,6.965833333,4.976,4.9184,5.197916667,5.810416667,5.454466146,4.936087946,5.632182759
Kerala_Alappuzha,2.849782609,2.445,2.665217391,3.048043478,3.086428571,2.989069767,3.561190476,3.441860465,3.416363636,3.513863636,3.437954545,3.68195122,3.278333333,3.824,3.779428571,3.59373742,3.5802504,3.58357997
Kerala_Ernakulam,4.40125,4.21968254,4.68952381,4.937460317,4.483728814,4.532711864,4.817068966,4.710508475,5.0655,4.894603175,4.87328125,5.014444444,4.857758621,5.243018868,4.972962963,4.824981077,4.307556252,4.920139406
Kerala_Idukki,5.491111111,5.205185185,5.197777778,5.878148148,6.1732,5.988,5.72125,6.1136,5.8784,6.512,4.907916667,5.910416667,5.324090909,5.573333333,5.325454545,5.374038288,5.388482787,5.665022682
Kerala_Kannur,6.218367347,5.706326531,6.164897959,6.037959184,6.326734694,5.894897959,5.949387755,6.410612245,6.757755102,6.552708333,6.626666667,7.575333333,6.418181818,6.986744186,6.526744186,6.957820843,6.18821573,7.054638496
Kerala_Kasaragod,8.744285714,8.129761905,8.718571429,8.853333333,7.27075,8.2795,8.41225,9.072564103,9.3295,8.951,9.187435897,8.979736842,8.73,8.944722222,7.57875,9.162432936,7.498696958,9.483595971
Kerala_Kollam,7.437931034,6.293965517,7.134137931,6.914561404,6.551403509,6.979122807,7.271754386,7.557017544,6.700701754,6.786034483,6.498421053,7.552321429,6.884285714,8.040545455,6.958076923,7.784867496,6.898176974,7.703109731
Kerala_Kottayam,4.089090909,3.413333333,3.954242424,4.685151515,3.491515152,3.934848485,4.528181818,4.377878788,5.236363636,4.539354839,3.901666667,4.420689655,4.371428571,4.769642857,4.691785714,4.637099846,4.194359157,4.656406268
Kerala_Kozhikode,4.18744186,4.251860465,4.266976744,4.321627907,3.857674419,3.722619048,4.035238095,4.685,4.533953488,4.43744186,4.483953488,5.247317073,5.094615385,4.837179487,4.44974359,4.670481077,4.270150484,4.691627931
Kerala_Malappuram,6.297123288,5.879722222,6.091666667,6.183098592,6.226666667,5.622916667,6.210416667,7.62875,6.579863014,6.456712329,7.078472222,7.95125,7.860434783,7.148030303,6.302096774,7.325791033,6.327044344,7.368330306
Kerala_Palakkad,5.203880597,4.406865672,4.253538462,4.524090909,4.829846154,4.231076923,4.608030303,5.738955224,4.778333333,4.637761194,4.858382353,5.960746269,5.513134328,4.733064516,4.83147541,4.78521245,4.36219573,4.76693945
Kerala_Pathanamthitta,4.207777778,3.250277778,4.078055556,4.934722222,4.837222222,4.056666667,4.191714286,4.668857143,4.304285714,4.513142857,4.465714286,4.502571429,3.7921875,4.85483871,4.767586207,4.73319935,4.487873892,4.639489605
Kerala_Thiruvananthapuram,7.698392857,6.903035714,6.859107143,8.283272727,8.450740741,8.227407407,8.897407407,8.605636364,8.765357143,7.983035714,7.274107143,9.371886792,8.836481481,7.960384615,7.901764706,9.00124696,7.757154939,8.306159171
Kerala_Thrissur,5.587333333,4.9,5.558983051,5.556271186,5.732105263,4.970175439,5.13877193,6.502631579,5.802068966,5.5985,5.911016949,6.185714286,5.866153846,6.984230769,5.229019608,6.355918295,5.248630866,6.474868855
Kerala_Wayanad,5.24,4.994444444,4.791388889,5.333333333,5.403055556,5.505277778,5.686666667,6.027777778,5.467222222,5.392222222,5.961111111,6.730571429,6.342352941,5.406875,5.703,5.801371157,5.307050443,5.626703073
Madhya Pradesh_Alirajpur,6.431818182,5.85,4.474545455,6.043636364,7.646363636,6.426363636,6.064545455,5.85,3.802727273,5.416363636,6.796363636,5.545454545,6.171,7.327777778,4.546666667,6.860812277,6.011191072,6.704888649
Madhya Pradesh_Anuppur,5.072307692,5.634615385,5.836923077,5.036923077,6.584615385,6.530769231,5.026923077,5.145384615,4.625384615,5.140769231,7.936923077,5.459230769,6.327692308,6.526923077,6.176153846,6.426300104,5.851165665,6.270409375
Madhya Pradesh_Ashoknagar,7.092666667,7.674,8.706666667,8.516,11.17466667,11.58785714,5.656,6.347333333,4.526666667,7.226666667,7.331333333,6.422666667,6.810714286,6.569285714,4.572857143,6.65845882,4.952356055,6.734998484
Madhya Pradesh_Balaghat,3.546052632,3.832894737,4.334736842,4.601842105,5.760789474,5.217368421,4.215263158,4.975263158,3.915,4.006052632,4.587368421,4.100833333,4.013055556,4.925714286,4.165454545,4.640317461,4.108248926,4.759896058
Madhya Pradesh_Barwani,12.58909091,5.870909091,6.910909091,9.271818182,14.05454545,7.748181818,6.758181818,14.39545455,9.648181818,10.08454545,10.19454545,7.918888889,8.57,10.85,6.43,10.470233,6.539521802,10.32050854
Madhya Pradesh_Betul,7.100322581,5.283870968,5.747096774,8.561,7.675,6.423548387,6.020322581,5.607096774,5.681612903,6.600967742,10.56548387,10.80433333,10.32206897,11.61793103,7.662068966,10.98337385,7.694771694,11.51339012
Madhya Pradesh_Bhind,17.63518519,18.61,19.9837037,19.26666667,18.7035,19.07173913,18.36518519,18.10962963,16.82777778,18.13407407,16.87111111,16.88043478,18.56315789,15.06,13.19,16.14834796,13.71452034,16.31251423
Madhya Pradesh_Bhopal,8.261666667,8.420833333,9.238333333,11.0875,14.105,9.030833333,11.8425,8.94,7.626363636,7.64,7.761,7.53,7.731111111,8.378888889,4.755555556,8.559735525,5.390958332,8.664259781
Madhya Pradesh_Burhanpur,12.39833333,10.5725,10.055,12.04818182,11.67333333,11.41888889,10.148,9.897,10.11916667,11.43833333,11.33583333,10.39888889,11.56666667,11.22222222,9.345555556,11.3166914,9.570817895,10.91526184
Madhya Pradesh_Chhatarpur,5.305806452,7.657741935,8.90483871,5.805333333,7.561333333,7.568709677,4.529032258,5.092903226,3.087741935,7.838387097,7.107741935,5.638,8.254333333,7.348,4.549,6.773536193,6.480106366,7.446662788
Madhya Pradesh_Chhindwara,7.361777778,6.887555556,6.855111111,9.694318182,9.995,9.176363636,7.885454545,7.184090909,7.011333333,9.709333333,9.967111111,9.649767442,9.391219512,10.83384615,9.425897436,10.65458872,8.212787266,10.38572416
Madhya Pradesh_Damoh,5.7544,5.894,9.1636,6.52,7.6932,8.352,7.3092,7.115833333,4.81,7.29,7.1896,6.9268,7.6475,8.453478261,7.049130435,7.630841856,6.413951889,8.328733699
Madhya Pradesh_Datia,12.13833333,14.41333333,14.50666667,10.27333333,11.09,10.88666667,7.925,8.575,8.108333333,11.29166667,11.71166667,12.296,13.598,10.374,11.116,10.93915036,10.55757021,10.77520479
Madhya Pradesh_Dewas,11.16555556,4.806666667,6.121481481,9.752222222,10.11,8.596153846,7.565769231,6.262692308,5.136538462,8.023076923,7.305833333,7.147391304,10.14272727,11.03,3.563,10.31241546,4.953728015,10.18555012
Madhya Pradesh_Dhar,9.541612903,8.035483871,8.344516129,9.426451613,11.26064516,9.962580645,9.346774194,8.874,8.501,8.433214286,9.304285714,6.4824,7.386666667,8.783333333,5.875416667,8.650796691,5.797389534,8.86572494
Madhya Pradesh_Dindori,2.779,3.048,3.023,2.839,3.094,2.424,2.735,2.183,3.014,3.366,3.351,3.601,3.511,3.839,2.93,3.3924557,3.371285007,3.491989537
Madhya Pradesh_East Nimar,6.96,5.950526316,4.928421053,4.714210526,6.302631579,6.725789474,7.567777778,5.511578947,5.385789474,5.571111111,5.481176471,4.014666667,4.789333333,5.227333333,3.189333333,4.863427113,4.926571361,5.452692005
